text,emojis
经过 寿星 小淘气 和 小朋友 的 折腾 ， 家里 乱 得 跟 花果山 似的 [ 汗 ] [ 泪 ] 。 收拾 收拾 ， 就 这么 地 吧 。 强迫症 是 做不了 父母 的 [ 嘻嘻 ] [ 嘻嘻 ] 。 画 张小画 休息 一下 [ 馋嘴 ],"['[汗]', '[泪]', '[嘻嘻]', '[嘻嘻]', '[馋嘴]']"
[ 哈哈 ] [ 嘻嘻 ] @ George 曹志刚   @ 轮子 象   @ LeighXin     / / @ 欧阳 梦 粥 : 那个 什么 “ 湿 了 紧 了 ” 的 打车 软件 公司 应该 好好 看看 ， 什么 是 真正 的 文案 。 / / @ 强尼走 着 _ CN :   Nice / / @ 五角场 将进酒 :   / / @ 范文 欣 :   [ 嘻嘻 ] 软 实力 。   / / @ 银 心砚 : 虽然 之前 看过 ， 还是 要 转 ， 可爱 的 罗马尼亚 人民 ！,"['[哈哈]', '[嘻嘻]', '[嘻嘻]']"
终于 毛 爷爷 来 了 [ 泪 ]   车上 一共 三位 美女 ， 毛 爷爷 这下 高富帅 了 [ 哈哈 ],"['[泪]', '[哈哈]']"
[ 哈哈 ] / / @ 孙大一 : 真 TMD 像 / / @ 张欣 :   哈哈 ， 太象 C 罗 了 ！ 新疆 的 ！ ！ / / @ 新浪 体育 :   C 罗 这 是 参加 新疆 电视台 开年 大戏 《 吐鲁番 乡村 爱情故事 》 的 拍摄 吗 ？ [ 哈哈 ] / / @ 皇马 新闻 :   我勒个 去 ！ 建议 召入 国足 敲山震虎 。,"['[哈哈]', '[哈哈]']"
[ 哈哈 ] [ 哈哈 ]   / / @ 伟大 的 安妮 : [ 哈哈 ]   / / @ 叫 兽易 小星 : [ 哈哈 ]   / / @ 李 ? 有 鸭梨 : [ 哈哈 ] [ 哈哈 ] [ 哈哈 ] [ 哈哈 ] [ 哈哈 ] [ 哈哈 ],"['[哈哈]', '[哈哈]', '[哈哈]', '[哈哈]', '[哈哈]', '[哈哈]', '[哈哈]', '[哈哈]', '[哈哈]', '[哈哈]']"
哎哟 ， 沉寂 许久 的 我 ， 终于 要 爆发 我 的 小 宇宙 了 ！ 酒店 体验 师 ， 走 起 ～ [ 哈哈 ] [ 嘻嘻 ] / / @ 酷讯 酒店 : [ 鼓掌 ] 恭喜 @ 冰沁于 心   获得 豪华 客房 （ 含双早 ） 免费 入住 的 机会 ， 没有 中奖 的 同学 们 也 不要 灰心 ， 免费 房 的 福利 会 持续 送出 哦 ， 敬请期待 更 多 免费 酒店 体验 吧 [ 拍手 ] [ 带 着 微博去 旅行 ] ~ 详情 查看 : http : / / t . cn / zQnEwmg,"['[哈哈]', '[嘻嘻]', '[鼓掌]', '[拍手]', '[带着微博去旅行]']"
谢谢 哈哈 ！ / / @ lei0329 : 高中 同班 好 同学 ， 加油 加油 ， 大家 都 看看 吧 ！ ！ ！ [ 鼓掌 ] [ 鼓掌 ] [ 鼓掌 ]   @ 恒星 20038   @ 北漂 mww   @ 晚 ? huang   @ mengbb930   @ 文 _ 筱楠 是 骆 夫人   @ 婷婷 0707,"['[鼓掌]', '[鼓掌]', '[鼓掌]']"
还是 你 了解 我 [ 亲亲 ] [ 亲亲 ] [ 亲亲 ] [ 亲亲 ]   / / @ 诗懿 _ 默默 : 哥 也 不 总是 坏脾气 阿 ， 也 有 温柔 的 时候 啦 ！   / / @ Jasmine 陈曦 : 我 觉得 我 是 第三种 …   / / @ 薛 蛮子 : 转发 微博,"['[亲亲]', '[亲亲]', '[亲亲]', '[亲亲]']"
感谢 @ BernieZC   [ 爱 你 ] ， 借此机会 祝 所有 粉丝 和 同行 们 新春快乐 ， 蛇 年 大吉 [ 福到 啦 ] / / @ BernieZC :   祝 @ 北京 丽晶 酒店   @ 北京 国贸 饭店   @ 北京 JW 万豪 酒店   @ 北京 香格里拉 饭店   @ 北京 金融街 洲际 酒店   @ 北京 华彬 费尔蒙 酒店   生意兴隆 ！ 财源滚滚 ！,"['[爱你]', '[福到啦]']"
# 美食 信息 导航 # 【 东海 明珠 酒店 】 老店 ， 客 不错 ， 好久没 来 了 ， 突然 感觉 味道 好 了 很多 。 本意 是 朋友 一起 吃个 午饭 ， 不知 怎么 就 上 了 啤酒 [ 哈哈 ] [ 哈哈 ] 大头 宝 好吃 ， 熏 脊骨 下酒 好菜 ， 金针 肥牛 适合 我 ， 微酸 、 小辣 ， 口味 恰到好处 ~ 民主 广场 文林街 ， 日航 酒店 附近 。 感谢 @ 私厨 美 馔   分享,"['[哈哈]', '[哈哈]']"
[ 哈哈 ]   / / @ 铁路 民警 李淑华 :   [ 偷笑 ],"['[哈哈]', '[偷笑]']"
呆会 OK 去   / / @ 肥蟹 很 OK : 谢谢 各位 关注 [ 爱 你 ]   / / @ 六翼 魔法师 : 回复 @ 雪莉巷 : [ 耶 ] 你 还 不 也 一 起来 ~   / / @ 雪莉巷 : 我 有 朋友 在 这 做 编辑 @ 肥蟹 很 OK   [ 哈哈 ],"['[爱你]', '[耶]', '[哈哈]']"
/ / @ 人间 指南 杂志 : [ 哈哈 ] [ 哈哈 ] [ 哈哈 ] [ 哈哈 ] [ 哈哈 ]   / / @ 李 ? 有 鸭梨 : … … …,"['[哈哈]', '[哈哈]', '[哈哈]', '[哈哈]', '[哈哈]']"
# 万丽 美食 课堂 # 马上 就要 开课 啦 [ 太 开心 ] [ 太 开心 ] [ 太 开心 ] 有 请 今天 的 烹饪 老师 Perry [ 鼓掌 ] [ 鼓掌 ] [ 鼓掌 ] 今天 他会教 我们 做 什么 呢 [ 疑问 ] [ 疑问 ] [ 疑问 ]   我 在 这里 : http : / / t . cn / zHeYJXc,"['[太开心]', '[太开心]', '[太开心]', '[鼓掌]', '[鼓掌]', '[鼓掌]', '[疑问]', '[疑问]', '[疑问]']"
虾酱 菜团子 怎么 做 的 呢 [ 疑问 ] ， 姐想 吃 [ 花心 ] @ 海参 2 哥   / / @ 山东省 旅游局 官方 微博 :   [ 可爱 ],"['[疑问]', '[花心]', '[可爱]']"
哈哈哈 哈哈哈 @ FABI _ DANNA 丹娜 徐   / / @ 西西佳 :   笑 喷 了   / / @ 亮行 非洲 : [ 右边 亮 了 ] / / @ 积木 之 家 : 智商 [ 哈哈 ]   / / @ 凹马尼马尼沟 埋洪 _ 张 大王 :   笑裂 了 / / @ 饭爱豆 神马 的 搭进 搭 出 :   笑 尿 了 / / @ 豆芽菜 喵 :   [ 笑哈哈 ] / /,"['[右边亮了]', '[哈哈]', '[笑哈哈]']"
米 娃 今天 十个月 了 ， 日子 真 快 ！ 现在 特别 喜欢 镜子 里 的 自己 ， 若 让 她 亲亲 ， 她 就 会 凑 上 前去 用小嘴 在 上面 盖个 小 嘴 印儿 。 若 说 ： 亲亲 妈妈 。 便会 扭过头来 在 你 脸上 嘟上 一个 口水 印儿 [ 爱 你 ] [ 鼓掌 ] [ 亲亲 ] 每天 都 有 新 的 变化 ， 每 一个 变化 都 让 会 我 甜 到 心里 [ 心 ],"['[爱你]', '[鼓掌]', '[亲亲]', '[心]']"
# 早安 # 清晨 睁开 双眼 的 一刹那 ， 有没有 觉得 小肚 微空 ， 好 饿 哦 [ 浮云 ] 早起 的 鸟儿 有 蛋 吃 [ 爱 你 ] 亲们 ， 起床 喽 ～ 早安 ， 城市 ， 又 是 美好 的 一天 [ 兔子 ],"['[浮云]', '[爱你]', '[兔子]']"
能否 成立 南雨北调 办公室 [ 哈哈 ] / / @ 唐人 默客 : [ 耶 ] [ 微风 ] / / @ 乒乓 阎桂丽 : 这 是 好 主意 ， 据说 北京 今天 也 有 雨 ， 现在 还 没下,"['[哈哈]', '[耶]', '[微风]']"
超级 限量版 ， 暂时 保密 啊 。 嘿嘿 。   / / @ 出版 人 南北 : 回复 @ 蓝蛇 : 不行 ， 必须 等到 它 该 出现 的 那 一天 。 [ 嘻嘻 ]   / / @ 蓝蛇 : 在 哪儿 在 哪儿 ？ ？ 能秀 出来 给 我们 看看 不 ？ ？ ？ [ 花心 ],"['[嘻嘻]', '[花心]']"
我 也 爱 襄阳 [ 鼓掌 ]   / / @ 风飞筝 : 这 就是 我 的 家乡 ― ― 襄阳 。 / / @ 爱面 吧 - Siwiko :   襄阳   一个 有 故事 的 古城 / / @ 简白 :   襄阳 故事 多 ！ ！ ！ [ 鼓掌 ] [ 鼓掌 ],"['[鼓掌]', '[鼓掌]', '[鼓掌]']"
[ 鼓掌 ] [ 鼓掌 ] [ 鼓掌 ]   / / @ Teresa _ Darizi : [ 围观 ]   / / @ 上海 打折 优惠 : [ 抱抱 ] 【 iPhone5 和 iPad   Mini   9 月 12 日 手牵手 来 了 】 ~ ~,"['[鼓掌]', '[鼓掌]', '[鼓掌]', '[围观]', '[抱抱]']"
很 有意思 ， 在 各大 五星级 酒店 中 ， 香格里拉 的 中餐 一直 表现 突出 ， 为什么 ？   / / @ 名厨 : 酒香 不怕 巷子深 ， 名厨 不怕 居 山林 。 [ 赞 ]   / / @ 苏州 香格里拉 大酒店 : 徐 大厨 越来越 有名 了 ， 帝都 都 发来 报道 了 [ 鼓掌 ] [ 太 开心 ],"['[赞]', '[鼓掌]', '[太开心]']"
[ 抓狂 ] [ 抓狂 ] [ 嘻嘻 ] [ 嘻嘻 ] [ 嘻嘻 ] [ 嘻嘻 ] [ 哈哈 ] [ 哈哈 ] [ 哈哈 ] [ 哈哈 ] [ good ] @ 陈玉霞 博斐秀 禾   开心 ― 刻   / / @ 杨 那夫 大厨 : 转发 微博,"['[抓狂]', '[抓狂]', '[嘻嘻]', '[嘻嘻]', '[嘻嘻]', '[嘻嘻]', '[哈哈]', '[哈哈]', '[哈哈]', '[哈哈]', '[good]']"
还是 那 时候 得 好吃 ， 质量 还好 [ 嘻嘻 ]   / / @ Ariel _ Chi : 格格 巫 肯定 爱死 了 [ 偷笑 ]   / /   @ Liushixi118,"['[嘻嘻]', '[偷笑]']"
相见 不如 怀念 ， 老街坊 [ 哈哈 ] / / @ 曹 随风 : [ 嘻嘻 ] / / @ 范冰冰 工作室 : 巩叔 ， 我们 对门 咋 没见 过 你 [ 疑问 ],"['[哈哈]', '[嘻嘻]', '[疑问]']"
/ / @ 马权 飞 :   不管 是 做 网店 ， 还是 弄 网站 这个 收入 特别 正常 / / @ 中视 天阔 王学庆 : 吹牛 逼 谁 不会 啊 。 淘宝 店 根本 不好 做 。 [ 哈哈 ] / / @ 成建勇 : [ 泪 ] [ 泪 ] [ 泪 ]   / / @ 马权 飞 : 啥 都 不 说 了 / / @ 颜乔 : [ 委屈 ] [ 抓狂 ],"['[哈哈]', '[泪]', '[泪]', '[泪]', '[委屈]', '[抓狂]']"
[ 害羞 ] 谢谢 @ MillaMa   同学 的 指正 ， 大马 去年 已经 取消 落地 签了 ， 但是 可以 办 免费 的 过境 签 。 准备 去 大马 的 朋友 注意 喔 ~ [ 太 开心 ],"['[害羞]', '[太开心]']"
下次 去 ！     / / @ sun _ 昊 枫林 : 好 诗 。 3 月 20 日 后来 吧 ， 另 一波 最 靓丽 的 粉红色 樱花 等 着 您 / / [ 江南style ] @ 水云 - 仙子 :   [ 哈哈 ]   【 致 苏珊 】 新丰 樱花 好 ， 春来 花 满枝 。 赏花 须 趁早 ， 莫待 无花时 。 / / @ 武旭峰 :   回复 @ 苏珊 sys : 你 怎么 不去 ？   / / @ 苏珊 sys : 不得了 ！ 什么 时候 我 也 能 跟 大队 去 观看 樱花 飘舞 ？   /,"['[江南style]', '[哈哈]']"
好 注意 喽 [ 爱 你 ] / / @ 多栖 主持人 荆小纳 : 姐们儿 你 天天 都 在 忙   悠着点 儿 嘞   别太累 了 [ 爱 你 ] [ 爱 你 ] [ 爱 你 ],"['[爱你]', '[爱你]', '[爱你]', '[爱你]']"
这是 我们 和 ELLE 联合 发起 的 喊 出 # 爱 的 宣言 # 情人节 永生 玫瑰花 盒 幸福 馈赠 活动 [ 鲜花 ] [ 鲜花 ] 想要 得到 由 House   of   Heddy 推出 的 全国 独一无二 永生 花盒 的 朋友 就 赶快 抓紧时间 参与 吧 ， 2 月 14 日大 年初 五 就要 截至 咯 [ 爱 你 ] [ 爱 你 ],"['[鲜花]', '[鲜花]', '[爱你]', '[爱你]']"
回复 @ 肚肚 9520 : [ 哈哈 ] [ 哈哈 ] [ 太 开心 ] [ 太 开心 ] 谢谢您 的 鼓励 ~   / / @ 肚肚 9520 : 回复 @ 马尔代夫 美佳 航空 : 恩美佳 航空 很棒 服务 很 好 [ 鼓掌 ] [ 鼓掌 ] [ 鼓掌 ] 很 喜欢 马代,"['[哈哈]', '[哈哈]', '[太开心]', '[太开心]', '[鼓掌]', '[鼓掌]', '[鼓掌]']"
爸爸妈妈 ， 七夕 快乐 ！ 我 爱 你们 ！ [ 爱 你 ] [ 爱 你 ] [ 爱 你 ] 我 想 我 大概 就是 24 年前 的 今天 来 的 吧 [ 偷笑 ]   @ xcc 视野   @ 手留 余香 yyl,"['[爱你]', '[爱你]', '[爱你]', '[偷笑]']"
看到 希腊 神庙 第一 反应 就是 圣斗士 ， [ 哈哈 ]     / / @ peggyzhao : [ 威武 ],"['[哈哈]', '[威武]']"
回复 @ 王阿 婷婷 婷 : 喜欢 就 来 一花 一叶 咖 餐厅 品鉴 吧 ！ [ 鼓掌 ] 建国 门店 、 五彩 城店 、 爱琴海 店 和 西单 旗舰店 ， 欢迎您 的 光临 ！ [ good ]   / / @ 王阿 婷婷 婷 : 回复 @ 齐健红 : 我 以为 是 肉   看得 好 香,"['[鼓掌]', '[good]']"
看到 ！ [ 爱 你 ]   / / @ 李 安安 _ Ann : 回复 @ 猫舍 - Annwj : 我 这样 回复 ， 在 同时 转发 到 微博 ， 应该 有 了 吧 [ 晕 ]   / / @ 猫舍 - Annwj : 发微博   @   了 你们 不下 十次 ， 但是 微博 就 显示 不 出来 ， 为什么 呢 这 是 ， 评论 @   你们 看 的 到 吗 ， 看到 回 我 一个 。 @ Frida _ Z   @ 蓝 某人 曾经 也 叫 蓝天,"['[爱你]', '[晕]']"
好 期待 纳帕海 御庭 项目 [ 鼓掌 ] ， 祥和 宁静 的 纳帕海 犹如 人间仙境 ， 世外 桃园 ， 世人 洗涤 心情 、 放空 心灵 又 一佳地 [ 爱 你 ]   / / @ annie 杜琳 :   @ 御庭 酒店 集团   云南 香格里拉 纳帕海 真的 是 出 摄影 作品 的 地方 。 御庭 的 下个 开业 项目,"['[鼓掌]', '[爱你]']"
[ 哈哈 ]   / / @ 宏昆 陈芳 :   [ 赞 ] / / @ 潘石屹 :   有 力度 。 与 年初 政府 工作 报告 目标 相比 ， 不是 一个 数量级 。 我 每天 转发 PM2.5 的 微博 ， 从 今天 开始 停止 了 。,"['[哈哈]', '[赞]']"
还有 隐情 吧 ?   / / @ 吴佩 : [ 嘻嘻 ] / / @ 感性 的 蛮子 : 掷地有声 [ 偷笑 ] @ 罗斯 里   @ 冰糖 杨梅   @ 吴佩   @ 袁 启聪   @ 加文 刘   @ 车主 之友 杂志   @ 中国 汽车 画报 齐宇   @ 颜宇鹏 _ 新车 评   @ 宋 海涛 - 汽车 与 你   @ 海兰 CHJ   @ 名车 志 刘杰   @ 动感 驾驭 刘宇   @ 何毅 与 超级 马力   @ 汽车族 孙刚   @ 王尧   @ 吴道予,"['[嘻嘻]', '[偷笑]']"
# 早安 、 沃阁 # 目前 全市 多云 ， 西南风 2 ～ 3 级 ， 气温 27 ～ 29 ℃ 。 预计 未来 三 小时 多云 ， 西南风 3 级 左右 ， 气温 将 上升 3 ～ 4 ℃ 。 气温 骤升 也 就算 了 ， 还 这么 闷 ！ 出门 防晒 装置 要 折腾 好哇 ！ [ 爱 你 ] [ 爱 你 ],"['[爱你]', '[爱你]']"
/ / @ CIGE : [ 心 ] / / @ sanpig :   浮光掠影 地 把 CIGE 看 了 一圈 ， 对 陈卓 的 画 印象 颇深 ~ / / @ NickyMeng : [ 鼓掌 ] [ 鼓掌 ] [ 鼓掌 ] @ 王东 被 抢注   @ 点点 网   @ 阎玉婷   @ EVENXH   @ 李博 的 水面   @ 胖 兔子 熙   @ sanpig   祝贺 2012 中艺博 成功 召开,"['[心]', '[鼓掌]', '[鼓掌]', '[鼓掌]']"
都 是 牛人 [ 哈哈 ] 11 号 青 啤王 总 也 来 三亚 考察 我们 三亚机场 [ 威武 ] @ 王凯 545   @ 杨浪,"['[哈哈]', '[威武]']"
哈哈   / / @ XYZ - 珍 宝贝 : 哇 ！ 大片 级 的 杂志 ！ 必须 顶 ！ [ 鼓掌 ] [ 鼓掌 ],"['[鼓掌]', '[鼓掌]']"
布告 ： 从 明日 起   3 月 8 日 乐儿 餐厅   恢复 白天 营业   时间 为 11 ： 00   至 凌晨   欢迎 各位朋友 光临 [ lt 切克 闹 ] 我们 的 新 招牌 [ 嘻嘻 ],"['[lt切克闹]', '[嘻嘻]']"
感谢 支持 ！ [ 太 开心 ] 一花 一叶 咖 餐厅 在 期盼 你 超级 非常 异常 珍贵 的 一票 哦 ！ [ 鼓掌 ] 同时 可 获得 餐厅 点心 一份 ！ 一花 一叶 就 在 这里 ― ―   http : / / t . cn / zQGXfgb   赶快 去 投票 咯 ！ [ good ],"['[太开心]', '[鼓掌]', '[good]']"
# 玩转 水 世界 # 【 暑期 大放价   龙熙 有 惊喜 】 亲 ！ 7 月 15 日 ― 9 月 15 日 ， 凡 购买 双人 套票 ， 持 套票 客人 凭 房卡 可 免费 赠送 高尔夫 练习场 打位 一个 。 [ 礼物 ] 让 您 在 享受 高尚 运动 的 同时 ， 感受 龙熙 给予 您 的 绿色 和 宁静 。 [ 太 开心 ],"['[礼物]', '[太开心]']"
[ 围观 ] / / @ 王 小兔 - - 芳草地 商贸 :   [ 哈哈 ] / / @ 社科院 汪 向东 :   先送 厂里 加工 一下 / / @ 榴莲 爱 芒果 :   下次 堵个 好吃 点 的 吧 [ 偷笑 ]   / / @ 哥本 树根 : 一顿 吃不完 吧 ？   / / @ 任涛 rushhour :   就 点儿 水   / / @ 司徒 朔 : 早饭 不缺 了 。   / / @ 浪子回头 的 郎朗   / / @ 中山 牛牛 :   吃 了 吗 ? [ 哈哈 ]   / / @ - 魏礼军   / / @ 修相科 : 哎呀 ！   / / @ 谭 中军,"['[围观]', '[哈哈]', '[偷笑]', '[哈哈]']"
有意思 [ 哈哈 ] [ 哈哈 ]   / / @ crysfish : @ 不能 让 玛玛 发现   @ OO _ bb,"['[哈哈]', '[哈哈]']"
亲 ， 好久 不 出场 ， 一来 带来 这么 多 咖啡 ？ [ 爱 你 ] [ 馋嘴 ],"['[爱你]', '[馋嘴]']"
[ 爱 你 ] [ 爱 你 ] [ 爱 你 ] / / @ 清 ? 安乐 自在 往生 :   南无 阿弥陀佛 ！ / / @ 墨剑 草堂 :   素食 婚宴 ， 使 大量 动物 免遭 屠杀 ， 为 新人 带来 吉祥 福报 ； 随喜 赞叹 ！ 南无 阿弥陀佛 ！ / / @ 卡 珊德 娜 :   @ zra8591   / / @ 微博 素食 :   # 素 美好 #   恭喜 一对 新人 ， 江苏 宜兴 大觉寺 内 举办 的 佛化 婚礼 、 素食 婚宴 ！,"['[爱你]', '[爱你]', '[爱你]']"
。 。 。 比喻   比喻 / / @ 积木 OL :   李敖 比起 国内 的 作家 叫 兽 那 是 真敢 说 ！ / / @ 火山 丶 :   [ lxhx 转头 ] / / @ 宣礼海 :   转 了 ~ / / @ Mrs _ ForeverAlone :   [ 哈哈 ] 笑 屎 我 了   / / @ 环球 时尚 精选 : [ 赞 ],"['[lxhx转头]', '[哈哈]', '[赞]']"
是 挺酷 的 、 、 、 [ 哈哈 ] [ 哈哈 ] / / @ 巴迪妈 koko : / / @ DIY 实用手册 : 萌翻 了 [ 得意 地笑 ],"['[哈哈]', '[哈哈]', '[得意地笑]']"
最高 纪录 一次 可以 吃 几个 ？ [ 馋嘴 ]   / / @ 超级 无敌 傻嘟 嘴 大 怪兽 jiujiu :   @ 超 ? ? ? 傻扁 嘴 小狗狗 bubu   我 最 爱 的 早 茶点心 是 蛋挞 [ 哈哈 ] / / @ 深圳 香格里拉 大酒店 : # 免费 体验 # @ 深圳 娱乐 频道 食客 准备   推荐 的 点心 呦 ！,"['[馋嘴]', '[哈哈]']"
我 的 长假 很 开心 ？ [ 嘻嘻 ] 我 的 长假 不 尽兴 ？ [ 抓狂 ] 不管 你 是 哪样 ， 周六 来看 大本营 ， 让 陈奕迅 为 你 的 长假 收个 好 尾 吧 ！ [ 哈哈 ],"['[嘻嘻]', '[抓狂]', '[哈哈]']"
回复 @ 阳 静宜 : 还 没 ， 刷 微博 玩耍 呀 ， 朋友 [ 嘻嘻 ]   / / @ 阳 静宜 : 哇 咔 咔 ， 光明正大 滴 ， 不怕 不怕 ， 哈哈 ~ 夜猫子 ， 你 也 还 没 睡 呢 ？   / / @ 胃怀 天下 : 举报 ， 介是 谈情说爱 ， 打情骂俏 @ Joe - Qiao     / / @ 阳 静宜 : @ 贱 才   于 我们 ， 这是 一首 写满 故事 的 曲子 [ 抱抱 ],"['[嘻嘻]', '[抱抱]']"
[ 嘻嘻 ] 全世界 最 纯净 的 虾 ， 绝对 没有 之一 ！ [ 威武 ] 虾肉 好吃 到 难以 用 语言 来 形容 ！ [ 阴险 ] 全新 主食 「 冰火 岛 ? 深海 龙虾 手 擀 凉面 ]     每天 各店 限量 发售 ， 且 只 卖 75 天 哦 ? 千万别 留 遗憾 ， 错过 就 太 可惜 啦 ！ ！,"['[嘻嘻]', '[威武]', '[阴险]']"
虽然 有 的 亲人 还 在 忙活 ， 还是 转 出来 吧 [ 偷笑 ]   / / @ Zizi _ LU :   亲人 就 得 转发   / / @ 琳琳 达 达 : 来 吃 嘛 ？ [ 嘻嘻 ] [ 哈哈 ] [ 馋嘴 ] @ 裘书书   @ 管家 的 日子   @ ICS 李思哲   @ Zizi _ LU   @ 沈涛   @ MrAndazShanghai   @ 瓶子 咖灰馆   @ DorothyMa   @ keirakeira,"['[偷笑]', '[嘻嘻]', '[哈哈]', '[馋嘴]']"
共勉 共勉 ！ ！ ！ [ 围观 ] / / @ bread _ tree : 拿来 作为 人生目标 ！ [ 太 开心 ],"['[围观]', '[太开心]']"
默默 的 说 一句   安庆 没有 青年 餐厅 的 分店 哟   大家 擦亮眼睛 哈   山寨 货 [ 霹雳 ]   / / @ 西瓜 _ 菇 凉 : 哈哈哈 。 我 爱 北京 大克 ~ [ 馋嘴 ] [ 馋嘴 ] 下次 带我去 吃 吧 。 [ 爱 你 ] @ 柚子 _ 先森   看看 看看 ， 人家 这才 叫 青年 餐厅 ， 安庆 那个 根本就是 中年 饭馆 。,"['[霹雳]', '[馋嘴]', '[馋嘴]', '[爱你]']"
期待 看到 更 多 的 西沙 美 图 。   / / @ 般若 心 ontheway : 回复 @ 西子湖畔 的 夏雨荷 : 感谢 主编 邀请 ！ 希望 有 机会 合作 [ 挤眼 ]   / / @ 西子湖畔 的 夏雨荷 : 约 图 哦 ， 采用 后付 稿费 寄 样刊 。 [ 可爱 ],"['[挤眼]', '[可爱]']"
不是 她 的 对手 ？ [ 汗 ] / / @ 侯宁 : 乒乓 冠军 都 打 不过 ？ / / @ 乒乓 阎桂丽 :   我 看 像 超级 打手 [ 哈哈 ] / / @ 侯宁 : 超级 打滚 机 ？ [ 晕 ]   / / @ 北大 总裁班 商学 网 : 中国 网友 吐槽 “ 超级 打捆机 ” 居然 只有 “ 20 多万美元 ” 。 实际上 是 对 美国 竞选 筹款 最 基本 的 规定 也 不 了解 的 反应,"['[汗]', '[哈哈]', '[晕]']"
[ 爱 你 ] / / @ 龙熙 瓦德 拉玛 庄园 :   太美 了 ， 祝福 两位 新人 ， 场地 选 的 真 好 。 @ 龙熙 温泉 度假 酒店 [ 呵呵 ],"['[爱你]', '[呵呵]']"
森林 大火 可能 因为 好心人 而 燃烧   [ 泪 ] [ 泪 ] [ 泪 ] 在 山林 中 遇到 这样 的 场景   千万 不要 过去 试图 扑灭 浮火   它 下面 是 空 的   在 地下 燃烧   没 空气 就 自然 熄灭   人 过去 脚 踩 个 窟窿   火会 迅速 着 起来   [ 泪 ] [ 泪 ] [ 泪 ] 俺 和 朋友 就 碰上 啦   这里 多半 地区 手机 是 无法 使用 的   撒丫子 跑 吧 [ 哈哈 ] [ 哈哈 ] [ 哈哈 ],"['[泪]', '[泪]', '[泪]', '[泪]', '[泪]', '[泪]', '[哈哈]', '[哈哈]', '[哈哈]']"
[ 哈哈 ] @ ZeldaJewel   @ 神秘 振振   / / @ 辛 ? :   哈哈哈 确实 笑 到 了   / / @ EZLF - 大头 :   [ 哈哈 ] [ 哈哈 ],"['[哈哈]', '[哈哈]', '[哈哈]']"
# 五折 烤鸭 优惠券 等 您 来 拿 ！ # [ 礼物 ] 现在 通过 淘 点点 手机 APP 预订 一花 一叶 咖 餐厅 堂食 座位 ， 可 免费 领取 一花 一叶 五折 烤鸭 兑换券 ， 立省 59 元起 。 粉粉们 ， 快来 一花 一叶 淘 点点 手机 餐厅 抢 吧 ！ [ 鼓掌 ],"['[礼物]', '[鼓掌]']"
/ / @ 冰雪 飞舞 化成 水 : [ 鼓掌 ] [ 赞 啊 ] [ 赞 ] / / @ 行者 绿豆 : 好 啊 [ 嘻嘻 ],"['[鼓掌]', '[赞啊]', '[赞]', '[嘻嘻]']"
哇 ~ 看着 好 好吃 。   / / @ 潘 _ Victoria : [ 嘻嘻 ] / / @ 好书 吧 - 老板 的 娘 :   [ 哈哈 ] 差不多 ， 孝感 隔壁 嗒 。 [ 握手 ],"['[嘻嘻]', '[哈哈]', '[握手]']"
吉言吉言     [ 鼓掌 ] 多谢 兄弟 吉言 [ good ]   / / @ 睡不醒 _ 祥 : 榴莲 芝士 ！ 目测 会大卖 啊 ！ [ 给力 ],"['[鼓掌]', '[good]', '[给力]']"
新年快乐 ， 心想事成 ！ [ 哈哈 ] [ 嘻嘻 ] [ 酷 ] [ 爱心 传递 ] [ 干杯 ],"['[哈哈]', '[嘻嘻]', '[酷]', '[爱心传递]', '[干杯]']"
很 好看 ， 小编 建议 大家 都 来看 哇 ！ [ 哈哈 ] [ 哈哈 ],"['[哈哈]', '[哈哈]']"
[ 围观 ] [ 鼓掌 ] [ 鼓掌 ] [ 鼓掌 ] / / @ 张明健 演员 : 回复 @ 演员 黄河 v : [ 握手 ] [ 握手 ] [ 呵呵 ]   / / @ 演员 黄河 v : 恭喜 明键 ！ [ 太阳 ]   / / @ 张明健 演员 : 回复 @ 张梓 沐 1 : [ 握手 ] [ 咖啡 ] [ 呵呵 ]     / / @ 张梓 沐 1 : 很 喜欢 。 [ 爱 你 ] [ 爱 你 ]     / / @ 张明健 演员 : 好 ！ [ 鼓掌 ] [ 鼓掌 ] [ 鼓掌 ] [ 哈哈 ]       / / @ 本 ? - 李 : 戏 肯定 火 ！ [ 酷 ],"['[围观]', '[鼓掌]', '[鼓掌]', '[鼓掌]', '[握手]', '[握手]', '[呵呵]', '[太阳]', '[握手]', '[咖啡]', '[呵呵]', '[爱你]', '[爱你]', '[鼓掌]', '[鼓掌]', '[鼓掌]', '[哈哈]', '[酷]']"
粤 珍轩 的 点心 赞 噢 ！ [ 鼓掌 ] [ 馋嘴 ] @ 上海 金茂君悦 大酒店,"['[鼓掌]', '[馋嘴]']"
这舞 太 适合 你 跳 了 [ 哈哈 ]   等 学会 了 让 我们 一饱眼福 啊 [ 哈哈 ] / / @ 姜撞奶 Ginger : 哈哈哈 ， 我 一定 得 把 这段 舞蹈 学会 [ 奥特曼 ],"['[哈哈]', '[哈哈]', '[奥特曼]']"
